op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
911,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 910]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
912,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
913,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 912]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
914,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
915,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 914]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
916,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
917,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 916]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
918,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
919,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 918]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
920,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
921,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 920]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
922,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
923,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 922]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
924,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
925,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 924]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
926,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
927,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 926]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
928,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
929,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 928]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
930,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
931,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 930]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
932,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
933,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 932]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
934,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
935,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 934]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
936,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
937,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 936]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
938,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
939,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 938]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
940,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
941,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 940]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
942,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
943,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 942]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
944,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
945,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 944]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
946,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
947,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 946]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
948,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
949,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 948]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
950,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
951,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 950]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
952,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
953,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 952]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
954,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
955,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 954]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
956,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
957,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 956]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
958,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
959,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 958]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
960,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
961,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 960]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
962,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
963,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 962]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
964,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
965,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 964]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
966,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
967,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 966]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
968,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
969,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 968]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
970,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
971,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 970]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
972,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
973,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 972]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
974,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
975,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 974]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
976,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
977,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 976]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
978,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
979,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 978]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
980,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
981,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 980]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
982,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
983,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 982]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
984,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
985,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 984]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
986,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
987,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 986]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
988,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
989,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 988]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
990,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
991,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 990]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
992,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
993,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 992]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
994,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
995,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 994]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
996,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
997,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,batched_matmul,"[[B*n_h_kda*n_chunk, d_chunk, d_head_kda], [B*n_h_kda*n_chunk, d_head_kda, 1]]",,,"[[B*n_h_kda*n_chunk, d_chunk, 1]]","[861, 996]",1,self_attn,,1,model.layers.1.self_attn,aten.bmm.default,[],prefill,False,
998,attn+MoE,8,"1-2,4-6,8-10",self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[868],1,self_attn,,1,model.layers.1.self_attn,aten.exp.default,[],prefill,False,
