op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
4589,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 1], [B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[4582, 4588]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4590,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4591,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 1]]",[4590],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4592,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 1], [B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[4589, 4591]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4593,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4594,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2]]",[4593],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4595,linear_attn,,clone,"[[B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]",[4594],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4596,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4597,linear_attn,,slice,"[[B, n_h_lin_v, 1, 2, 64]]",,,"[[B, n_h_lin_v, 1, 2, 2]]",[4596],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4598,linear_attn,,clone,"[[B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2, 2]]",[4597],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4599,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2, 1]]",[4595],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4600,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 2, 1], [B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2, 2]]","[4598, 4599]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4601,linear_attn,,sum,"[[B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2]]",[4600],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4602,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 2], [B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]","[4595, 4601]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4603,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4604,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2]]",[4603],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4605,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 2], [B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]","[4602, 4604]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4606,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4607,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3]]",[4606],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4608,linear_attn,,clone,"[[B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]",[4607],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4609,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4610,linear_attn,,slice,"[[B, n_h_lin_v, 1, 3, 64]]",,,"[[B, n_h_lin_v, 1, 3, 3]]",[4609],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4611,linear_attn,,clone,"[[B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3, 3]]",[4610],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4612,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3, 1]]",[4608],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4613,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 3, 1], [B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3, 3]]","[4611, 4612]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4614,linear_attn,,sum,"[[B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3]]",[4613],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4615,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 3], [B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]","[4608, 4614]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4616,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4617,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3]]",[4616],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4618,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 3], [B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]","[4615, 4617]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4619,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4620,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4]]",[4619],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4621,linear_attn,,clone,"[[B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]",[4620],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4622,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4623,linear_attn,,slice,"[[B, n_h_lin_v, 1, 4, 64]]",,,"[[B, n_h_lin_v, 1, 4, 4]]",[4622],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4624,linear_attn,,clone,"[[B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4, 4]]",[4623],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4625,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4, 1]]",[4621],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4626,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 4, 1], [B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4, 4]]","[4624, 4625]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4627,linear_attn,,sum,"[[B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4]]",[4626],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4628,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 4], [B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]","[4621, 4627]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4629,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4630,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4]]",[4629],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4631,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 4], [B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]","[4628, 4630]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4632,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4633,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5]]",[4632],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4634,linear_attn,,clone,"[[B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]",[4633],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4635,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4636,linear_attn,,slice,"[[B, n_h_lin_v, 1, 5, 64]]",,,"[[B, n_h_lin_v, 1, 5, 5]]",[4635],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4637,linear_attn,,clone,"[[B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5, 5]]",[4636],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4638,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5, 1]]",[4634],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4639,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 5, 1], [B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5, 5]]","[4637, 4638]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4640,linear_attn,,sum,"[[B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5]]",[4639],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4641,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 5], [B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]","[4634, 4640]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4642,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4643,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5]]",[4642],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4644,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 5], [B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]","[4641, 4643]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4645,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4646,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6]]",[4645],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4647,linear_attn,,clone,"[[B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]",[4646],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4648,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4649,linear_attn,,slice,"[[B, n_h_lin_v, 1, 6, 64]]",,,"[[B, n_h_lin_v, 1, 6, 6]]",[4648],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4650,linear_attn,,clone,"[[B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6, 6]]",[4649],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4651,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6, 1]]",[4647],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4652,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 6, 1], [B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6, 6]]","[4650, 4651]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4653,linear_attn,,sum,"[[B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6]]",[4652],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4654,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 6], [B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]","[4647, 4653]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4655,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4656,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6]]",[4655],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4657,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 6], [B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]","[4654, 4656]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4658,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4659,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 7]]",[4658],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4660,linear_attn,,clone,"[[B, n_h_lin_v, 1, 7]]",,,"[[B, n_h_lin_v, 1, 7]]",[4659],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4661,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 7, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4662,linear_attn,,slice,"[[B, n_h_lin_v, 1, 7, 64]]",,,"[[B, n_h_lin_v, 1, 7, 7]]",[4661],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4663,linear_attn,,clone,"[[B, n_h_lin_v, 1, 7, 7]]",,,"[[B, n_h_lin_v, 1, 7, 7]]",[4662],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4664,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 7]]",,,"[[B, n_h_lin_v, 1, 7, 1]]",[4660],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4665,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 7, 1], [B, n_h_lin_v, 1, 7, 7]]",,,"[[B, n_h_lin_v, 1, 7, 7]]","[4663, 4664]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4666,linear_attn,,sum,"[[B, n_h_lin_v, 1, 7, 7]]",,,"[[B, n_h_lin_v, 1, 7]]",[4665],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4667,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 7], [B, n_h_lin_v, 1, 7]]",,,"[[B, n_h_lin_v, 1, 7]]","[4660, 4666]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4668,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4669,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 7]]",[4668],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4670,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 7], [B, n_h_lin_v, 1, 7]]",,,"[[B, n_h_lin_v, 1, 7]]","[4667, 4669]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4671,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4672,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 8]]",[4671],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4673,linear_attn,,clone,"[[B, n_h_lin_v, 1, 8]]",,,"[[B, n_h_lin_v, 1, 8]]",[4672],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4674,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 8, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4675,linear_attn,,slice,"[[B, n_h_lin_v, 1, 8, 64]]",,,"[[B, n_h_lin_v, 1, 8, 8]]",[4674],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4676,linear_attn,,clone,"[[B, n_h_lin_v, 1, 8, 8]]",,,"[[B, n_h_lin_v, 1, 8, 8]]",[4675],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4677,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 8]]",,,"[[B, n_h_lin_v, 1, 8, 1]]",[4673],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4678,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 8, 1], [B, n_h_lin_v, 1, 8, 8]]",,,"[[B, n_h_lin_v, 1, 8, 8]]","[4676, 4677]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4679,linear_attn,,sum,"[[B, n_h_lin_v, 1, 8, 8]]",,,"[[B, n_h_lin_v, 1, 8]]",[4678],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4680,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 8], [B, n_h_lin_v, 1, 8]]",,,"[[B, n_h_lin_v, 1, 8]]","[4673, 4679]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4681,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4682,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 8]]",[4681],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4683,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 8], [B, n_h_lin_v, 1, 8]]",,,"[[B, n_h_lin_v, 1, 8]]","[4680, 4682]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4684,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4685,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 9]]",[4684],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4686,linear_attn,,clone,"[[B, n_h_lin_v, 1, 9]]",,,"[[B, n_h_lin_v, 1, 9]]",[4685],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4687,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 9, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4688,linear_attn,,slice,"[[B, n_h_lin_v, 1, 9, 64]]",,,"[[B, n_h_lin_v, 1, 9, 9]]",[4687],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4689,linear_attn,,clone,"[[B, n_h_lin_v, 1, 9, 9]]",,,"[[B, n_h_lin_v, 1, 9, 9]]",[4688],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4690,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 9]]",,,"[[B, n_h_lin_v, 1, 9, 1]]",[4686],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4691,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 9, 1], [B, n_h_lin_v, 1, 9, 9]]",,,"[[B, n_h_lin_v, 1, 9, 9]]","[4689, 4690]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4692,linear_attn,,sum,"[[B, n_h_lin_v, 1, 9, 9]]",,,"[[B, n_h_lin_v, 1, 9]]",[4691],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4693,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 9], [B, n_h_lin_v, 1, 9]]",,,"[[B, n_h_lin_v, 1, 9]]","[4686, 4692]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
4694,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4695,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 9]]",[4694],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4696,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 9], [B, n_h_lin_v, 1, 9]]",,,"[[B, n_h_lin_v, 1, 9]]","[4693, 4695]",5,linear_attn,,1,model.layers.5.linear_attn,aten.copy_.default,[],prefill,True,
4697,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.select.int,[],prefill,True,
4698,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 10]]",[4697],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4699,linear_attn,,clone,"[[B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10]]",[4698],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4700,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 10, 64]]",[4579],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4701,linear_attn,,slice,"[[B, n_h_lin_v, 1, 10, 64]]",,,"[[B, n_h_lin_v, 1, 10, 10]]",[4700],5,linear_attn,,1,model.layers.5.linear_attn,aten.slice.Tensor,[],prefill,True,
4702,linear_attn,,clone,"[[B, n_h_lin_v, 1, 10, 10]]",,,"[[B, n_h_lin_v, 1, 10, 10]]",[4701],5,linear_attn,,1,model.layers.5.linear_attn,aten.clone.default,[],prefill,True,
4703,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10, 1]]",[4699],5,linear_attn,,1,model.layers.5.linear_attn,aten.unsqueeze.default,[],prefill,True,
4704,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 10, 1], [B, n_h_lin_v, 1, 10, 10]]",,,"[[B, n_h_lin_v, 1, 10, 10]]","[4702, 4703]",5,linear_attn,,1,model.layers.5.linear_attn,aten.mul.Tensor,[],prefill,False,
4705,linear_attn,,sum,"[[B, n_h_lin_v, 1, 10, 10]]",,,"[[B, n_h_lin_v, 1, 10]]",[4704],5,linear_attn,,1,model.layers.5.linear_attn,aten.sum.dim_IntList,[],prefill,True,
4706,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 10], [B, n_h_lin_v, 1, 10]]",,,"[[B, n_h_lin_v, 1, 10]]","[4699, 4705]",5,linear_attn,,1,model.layers.5.linear_attn,aten.add.Tensor,[],prefill,False,
